theta 	horizontal_polarization_intensity 	vertical_polarization_intensity 	x_coordinate 	y_coordinate 	r 	pixel_count
0.06909 	9598 	50763 	519.2139 	248.9566 	0.1891 	20
0.05397 	11279 	55487 	519.3374 	250.9465 	0.2033 	20
0.03692 	9154 	40660 	519.4288 	252.9359 	0.2251 	18
0.01795 	7855 	37975 	519.4844 	254.925 	0.2068 	19
-0.002685 	9989 	41438 	519.5002 	256.9142 	0.2411 	22
-0.02356 	11195 	54949 	519.4737 	258.9036 	0.2037 	23
-0.04315 	9500 	43690 	519.4065 	260.8933 	0.2174 	21
-0.06116 	12728 	57597 	519.3019 	262.8833 	0.221 	21
-0.07757 	10100 	52035 	519.1628 	264.8735 	0.1941 	20
-0.09235 	7660 	42271 	518.9925 	266.8639 	0.1812 	20
-0.1056 	8776 	43363 	518.7941 	268.8545 	0.2024 	20
-0.1172 	9554 	44220 	518.5707 	270.8453 	0.2161 	22
-0.1272 	8640 	42491 	518.3253 	272.8362 	0.2033 	21
-0.1357 	10858 	45915 	518.0613 	274.8273 	0.2365 	20
-0.1426 	11461 	52115 	517.7816 	276.8184 	0.2199 	21
-0.148 	10040 	48576 	517.4895 	278.8097 	0.2067 	21
-0.1518 	9921 	48077 	517.1879 	280.801 	0.2064 	21
-0.1541 	8304 	43893 	516.8801 	282.7924 	0.1892 	20
-0.1549 	0 	0 	516.5692 	284.7837 	NaN 	0
