theta 	horizontal_polarization_intensity 	vertical_polarization_intensity 	x_coordinate 	y_coordinate 	r 	pixel_count
0.09038 	9878 	41760 	518.8174 	241.0446 	0.2365 	20
0.08077 	9258 	41926 	518.9882 	243.0287 	0.2208 	20
0.07001 	9480 	48320 	519.1387 	245.0136 	0.1962 	20
0.05809 	9096 	53684 	519.2666 	246.9995 	0.1694 	20
0.04506 	9169 	47889 	519.3698 	248.9869 	0.1915 	19
0.03088 	11279 	55487 	519.4459 	250.9763 	0.2033 	20
0.01562 	8982 	39521 	519.4927 	252.9681 	0.2273 	19
-0.000367 	8321 	40175 	519.5082 	254.9625 	0.2071 	20
-0.01664 	10495 	43478 	519.4913 	256.9591 	0.2414 	24
-0.03303 	11319 	56107 	519.4417 	258.9569 	0.2017 	21
-0.04956 	9054 	41803 	519.3593 	260.9549 	0.2166 	20
-0.06625 	12739 	58374 	519.2435 	262.9521 	0.2182 	21
-0.08309 	10188 	52492 	519.0944 	264.9476 	0.1941 	20
-0.1001 	7346 	41308 	518.9114 	266.9404 	0.1778 	20
-0.1174 	8708 	43789 	518.6943 	268.9294 	0.1989 	21
-0.1348 	9765 	45938 	518.4428 	270.9137 	0.2126 	22
-0.1525 	8549 	42154 	518.1567 	272.8924 	0.2028 	20
-0.1704 	10921 	45575 	517.8356 	274.8644 	0.2396 	20
-0.1886 	10419 	48970 	517.4792 	276.8288 	0.2128 	20
-0.207 	10623 	49767 	517.0873 	278.7845 	0.2135 	21
-0.2257 	9290 	46758 	516.6597 	280.7307 	0.1987 	20
-0.2439 	7679 	42741 	516.1961 	282.6665 	0.1797 	21
-0.261 	11515 	45380 	515.6986 	284.5922 	0.2537 	20
-0.2768 	12934 	56166 	515.1698 	286.5086 	0.2303 	22
-0.2911 	10317 	41820 	514.6123 	288.4165 	0.2467 	20
-0.3042 	7931 	37682 	514.0287 	290.3166 	0.2105 	21
-0.3158 	9150 	36995 	513.4215 	292.2098 	0.2473 	21
-0.3261 	10613 	43597 	512.7935 	294.0968 	0.2434 	20
-0.335 	9671 	39445 	512.1472 	295.9783 	0.2452 	21
-0.3425 	12078 	45136 	511.4852 	297.8552 	0.2676 	21
-0.3486 	12114 	45836 	510.8102 	299.7283 	0.2643 	21
-0.3534 	9014 	37304 	510.1247 	301.5982 	0.2416 	21
-0.3568 	10811 	36684 	509.4314 	303.4658 	0.2947 	21
-0.3589 	13958 	46608 	508.7329 	305.3319 	0.2995 	21
-0.3595 	0 	0 	508.0317 	307.1972 	NaN 	0
