theta 	horizontal_polarization_intensity 	vertical_polarization_intensity 	x_coordinate 	y_coordinate 	r 	pixel_count
-0.08373 	10739 	38368 	540.5417 	300.315 	0.2799 	23
-0.0964 	9782 	37454 	540.3589 	302.3404 	0.2612 	24
-0.1094 	10770 	34906 	540.1501 	304.3648 	0.3085 	22
-0.1227 	10717 	32421 	539.9144 	306.3881 	0.3306 	23
-0.1364 	9699 	31941 	539.6511 	308.4102 	0.3037 	24
-0.1504 	10982 	34517 	539.3594 	310.4309 	0.3182 	24
-0.1647 	9275 	32284 	539.0388 	312.4501 	0.2873 	23
-0.1794 	10969 	36240 	538.6884 	314.4676 	0.3027 	24
-0.1943 	10502 	33045 	538.3074 	316.4833 	0.3178 	24
-0.2094 	11010 	40343 	537.8953 	318.497 	0.2729 	24
-0.2242 	11392 	34710 	537.4518 	320.5085 	0.3282 	23
-0.2383 	13193 	38863 	536.9784 	322.5178 	0.3395 	24
-0.2517 	11675 	36389 	536.4764 	324.5246 	0.3208 	24
-0.2644 	13447 	38442 	535.9471 	326.5287 	0.3498 	25
-0.2764 	12869 	40075 	535.3922 	328.5298 	0.3211 	24
-0.2877 	11961 	37825 	534.8127 	330.528 	0.3162 	24
-0.2984 	13533 	41447 	534.2104 	332.5228 	0.3265 	24
-0.3085 	13689 	39301 	533.5865 	334.5142 	0.3483 	26
-0.3179 	11765 	35218 	532.9425 	336.5019 	0.3341 	22
-0.3266 	14414 	44292 	532.2797 	338.4858 	0.3254 	26
-0.3348 	13901 	39890 	531.5997 	340.4657 	0.3485 	25
-0.3423 	12476 	34120 	530.9037 	342.4413 	0.3657 	24
-0.3492 	15054 	38504 	530.1932 	344.4126 	0.391 	24
-0.3555 	14780 	37969 	529.4697 	346.3792 	0.3893 	25
-0.3613 	14010 	37334 	528.7345 	348.3411 	0.3753 	25
-0.3664 	13221 	36021 	527.9891 	350.298 	0.367 	24
-0.3709 	14919 	36842 	527.2347 	352.2497 	0.4049 	25
-0.3749 	15239 	37766 	526.473 	354.196 	0.4035 	24
-0.3782 	16177 	40285 	525.7053 	356.1368 	0.4016 	24
-0.381 	18505 	42918 	524.9329 	358.0718 	0.4312 	26
-0.3835 	17489 	40550 	524.1573 	360.0009 	0.4313 	24
-0.386 	16591 	39720 	523.3788 	361.924 	0.4177 	23
-0.3889 	17663 	40181 	522.5967 	363.8409 	0.4396 	25
-0.3922 	17399 	34602 	521.8102 	365.7515 	0.5028 	24
-0.3959 	17456 	38852 	521.0187 	367.6558 	0.4493 	24
-0.3999 	19117 	39039 	520.2211 	369.5537 	0.4897 	24
-0.4043 	17259 	34494 	519.417 	371.445 	0.5003 	24
-0.4091 	17928 	33177 	518.6053 	373.3298 	0.5404 	24
-0.4143 	16839 	34841 	517.7855 	375.2079 	0.4833 	24
-0.4198 	19198 	39274 	516.9566 	377.0793 	0.4888 	24
-0.4257 	19028 	34490 	516.118 	378.9438 	0.5517 	24
-0.432 	17554 	31586 	515.2689 	380.8013 	0.5558 	23
-0.4387 	18967 	37146 	514.4084 	382.6518 	0.5106 	25
-0.4457 	14748 	30903 	513.5359 	384.4952 	0.4772 	22
-0.4531 	19815 	39919 	512.6505 	386.3315 	0.4964 	26
